0
9969,period
90490,jersey
21836,new
42972,pittsburgh
46769,one
120060,scorer
61540,second
64018,play
56024,power
103989,writes
29713,dont
60527,people
29151,thomas
43250,article
31391,like
59523,pts
1
9969,period
56024,power
42972,pittsburgh
64018,play
119604,sex
46769,one
48226,love
65634,god
59523,pts
90490,jersey
69889,boston
21836,new
10436,human
31391,like
38340,gift
120060,scorer
2
48226,love
46769,one
10436,human
65634,god
119604,sex
21836,new
42972,pittsburgh
111360,sexual
38340,gift
64018,play
60527,people
31391,like
9969,period
96773,west
61540,second
80773,would
3
9969,period
21836,new
31391,like
46769,one
64018,play
42972,pittsburgh
120060,scorer
56024,power
119604,sex
90490,jersey
60527,people
65634,god
48226,love
57554,case
59523,pts
61540,second
4
31391,like
34934,mail
24574,get
29713,dont
111239,think
103989,writes
70669,place
736,phone
71575,bank
43250,article
46769,one
27382,please
112511,quote
52060,ooo
3323,fax
117523,rgb
5
48226,love
46769,one
10436,human
9969,period
21836,new
65634,god
111360,sexual
119604,sex
80773,would
31391,like
60527,people
64018,play
120060,scorer
38340,gift
121739,christianity
90490,jersey
6
46769,one
48226,love
10436,human
119604,sex
65634,god
9969,period
96773,west
21836,new
111360,sexual
90490,jersey
59523,pts
56024,power
42972,pittsburgh
120060,scorer
38340,gift
31391,like
7
48226,love
31391,like
46769,one
71575,bank
96773,west
119604,sex
65634,god
60527,people
127301,fact
103989,writes
10436,human
111239,think
57554,case
3995,even
33189,jews
38340,gift
8
31391,like
9969,period
46769,one
56024,power
21836,new
48226,love
10436,human
65634,god
59523,pts
90490,jersey
77955,right
69889,boston
120060,scorer
64018,play
3995,even
42972,pittsburgh
9
48226,love
46769,one
119604,sex
10436,human
31391,like
56024,power
9969,period
21836,new
38340,gift
65634,god
96773,west
60527,people
80773,would
90490,jersey
71575,bank
3995,even
